Name,ID,Type,SKU,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 3 default,Attribute 6 default
Square Cockroach Trap - 9119,7063,simple,PLATO9119,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Prc375mJ/9119.jpg,,,,,,,,,,Material,Stainless Steel (SS 304),1,0,Size,125mmx125 mm,1,0,,Package Content,Cockroach Trap Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Foot Operated Popup - 9019,7064,simple,PLATO9019,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/xCtg3ff0/9019.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Popup Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Line Heavy Designer Grating - 9040,7065,simple,PLATO9040,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Zqj61w1H/9040.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Plain Heavy Designer Grating - 9041,7066,simple,PLATO9041,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Jnnjmb8L/9041.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Boxe Heavy Designer Grating - 9042,7067,simple,PLATO9042,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/cCtYt06k/9042.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Wave Heavy Designer Grating - 9043,7068,simple,PLATO9043,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/bY4VCv0J/9043.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Wow Heavy Designer Grating - 9044,7069,simple,PLATO9044,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/9Mr113rZ/9044.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Croc Heavy Designer Grating - 9045,7070,simple,PLATO9045,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/y8sPt3DV/9045.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Maze Heavy Designer Grating - 9046,7071,simple,PLATO9046,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/d1rZJnfg/9046.jpg,,,,,,,,,,Material,Stainless Steel (SS 430),1,0,Size,150mmx150 mm,1,0,,Package Content,Grating Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt - 3001,7072,simple,PLATO3001,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Cx2RDWTW/3001.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,10mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
MS Rack Bolt with Cap - 3002,7073,simple,PLATO3002,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/LXt5c5Yp/3002.jpg,,,,,,,,,,Material,Mild Steel,1,0,Size,12mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt - 3011,7074,simple,PLATO3011,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Bn3dQvV6/3011.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,12mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt with Cap - 3012,7075,simple,PLATO3012,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/ZqCjTt4n/3012.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,12mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
MS Rack Bolt with ABS Cap - 3024,7076,simple,PLATO3024,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/zBhjgCL1/3024.jpg,,,,,,,,,,Material,Mild Steel,1,0,Size,15mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
MS Rack Bolt with Metal Cap - 3025,7077,simple,PLATO3025,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/5NyXKx3X/3025.jpg,,,,,,,,,,Material,Mild Steel,1,0,Size,15mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
MS Rack Bolt with Cap - 3028,7078,simple,PLATO3028,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/ht7fgpNg/3028.jpg,,,,,,,,,,Material,Mild Steel,1,0,Size,15mmx225 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
MS Rack Bolt with Metal Cap - 3029,7079,simple,PLATO3029,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/wBpTzHhc/3029.jpg,,,,,,,,,,Material,Mild Steel,1,0,Size,15mmx225 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt with Cap - 3021,7080,simple,PLATO3021,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/JzbMPg9y/3021.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,15mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt with Metal Cap - 3022,7081,simple,PLATO3022,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/qMKTvSBm/3022.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,15mmx150 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt with Cap - 3026,7082,simple,PLATO3026,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/xjzfXcty/3026.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,15mmx225 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS Rack Bolt with Metal Cap - 3027,7083,simple,PLATO3027,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/CLCw49yR/3027.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,15mmx225 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Brass Screw for EWC with Show Flange-Pair- 3041,7084,simple,PLATO3041,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/9QJV6TQV/3041.jpg,,,,,,,,,,Material,Brass,1,0,Size,75 mm,1,0,,Package Content,"Nut, Bolt, Washer, Wrench, Plastic Plug.",1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4001,7085,simple,PLATO4001,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/HLnHdxrM/4001.jpg,,,,,,,,,,Material,Brass,1,0,Size,25 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4002,7086,simple,PLATO4002,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/d1TYZxmt/4002.jpg,,,,,,,,,,Material,Brass,1,0,Size,40 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4003,7087,simple,PLATO4003,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/nrbt4G0K/4003.jpg,,,,,,,,,,Material,Brass,1,0,Size,50 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4004,7088,simple,PLATO4004,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/xTQ2qgkn/4004.jpg,,,,,,,,,,Material,Brass,1,0,Size,65 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4005,7089,simple,PLATO4005,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/gcV99Rg5/4005.jpg,,,,,,,,,,Material,Brass,1,0,Size,75 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4006,7090,simple,PLATO4006,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Qtcz3GJ5/4006.jpg,,,,,,,,,,Material,Brass,1,0,Size,100 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4007,7091,simple,PLATO4007,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/HnHhWZ6N/4007.jpg,,,,,,,,,,Material,Brass,1,0,Size,150 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4008,7092,simple,PLATO4008,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/dt5xv9rW/4008.jpg,,,,,,,,,,Material,Brass,1,0,Size,225 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Running Nipple - 4019,7093,simple,PLATO4019,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/d0yH2PXX/4019.jpg,,,,,,,,,,Material,Brass,1,0,Size,25 mm,1,0,,Package Content,Running Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Pillar Cock Flange ABS - 4010,7094,simple,PLATO4010,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/rFs9G2RJ/Pillar-Cock-Flange-4010.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Deluxe C.P Flange Plain - 4011,7095,simple,PLATO4011,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/ht7bw8rQ/Delux-CP-Flange-4011.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Big Flange - 4013,7096,simple,PLATO4013,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/MpkjnC7X/Big-Flange-4013.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Square Flange - 4013A,7097,simple,PLATO4013A,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/13ZfmpSq/Square-Flange-4013-A.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Plug - 4110,7098,simple,PLATO4110,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/vmYT9bc8/PLug-4110.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Plug Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Hex Nipple - 4014,7099,simple,PLATO4014,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/c12hd4Jn/Hex-Nipple-4014.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Socket - 4016,7100,simple,PLATO4016,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/y8Xyhmym/Socket-4016.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Socket Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Elbow (Female) - 4017,7101,simple,PLATO4017,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/YqNWTpLk/Elbow-Female-4017.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Elbow Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Elbow (Male) - 4017 A,7102,simple,PLATO4017A,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/K8JgvJ5H/Elbow-Male-4017-A.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Elbow Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Special Tee - 4018,7103,simple,PLATO4018,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/FRJfpmXM/Special-Tee-4018.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Tee Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Comfort Flow - 4415,7115,simple,PLATO4415,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/T37pXhd8/4415.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Diamond Flow - 4416,7116,simple,PLATO4416,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/mrPhZRkP/4416.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Mist Flow - 4417,7117,simple,PLATO4417,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/mksrSHw9/4417.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Key Slot Foam Flow - 4413,7118,simple,PLATO4413,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/9Mt2CNd4/4413.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Rain Flow - 4418,7119,simple,PLATO4418,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/SQd4P3Q3/4418.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Pure Flow - 4419,7120,simple,PLATO4419,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/RV0mxdNF/4419.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Female Foam Flow - 4493,7121,simple,PLATO4493,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Cx3pDVJB/4493.jpg,,,,,,,,,,,,,,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Foam Flow Big - 4410,7122,simple,PLATO4410,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/nzZ8RYyn/4410.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator One Touch Hihippo - 4414,7123,simple,PLATO4414,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/tJSLg0Yg/4414.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Teflon Tape - 4101,7124,simple,PLATO4101,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/sfHnxvsv/Teflon-Tape.jpg,,,,,,,,,,Application,"Can be Used for Water, Oil & Gas Pipe Lines",1,0,Size,20 mm,1,0,,Package Content,Teflon Tape Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC All Brass Connection - 8001,7125,simple,PLATO8001,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/qvyQ1wn3/CONNECTION-TUBE-8001.jpg,,,,,,,,,,Material,PVC & Brass Fittings,1,0,Size,15mmx450 mm,1,0,,Package Content,Brass Connection Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Spl. Braided Connection - 8005,7126,simple,PLATO8005,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/mD2w2GnY/CONNECTION-TUBE-8005.jpg,,,,,,,,,,Material,PVC & Brass Fittings,1,0,Size,15mmx450 mm,1,0,,Package Content,Braided Connection Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Braided Connection with ABS Nut - 8003,7127,simple,PLATO8003,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/FRWxYBt2/CONNECTION-TUBE-8003.jpg,,,,,,,,,,Material,PVC,1,0,Size,15mmx450 mm,1,0,,Package Content,Braided Connection with Nut,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Flexible Tube - 8021,7128,simple,PLATO8021,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/prmJzJRy/CONNECTION-TUBE-8021.jpg,,,,,,,,,,Material,PVC & C.P Brass Fittings,1,0,Size,1 Meter,1,0,,Package Content,Flexible Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Flexible Waste Pipe with Trap - 8029,7129,simple,PLATO8029,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/wj8QRNPT/CONNECTION-TUBE-8029.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,32mmx750 mm,1,0,,Package Content,Waste Pipe with Trap,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Flexible Tube - 8023,7130,simple,PLATO8023,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/MTFy6fVw/CONNECTION-TUBE-8023.jpg,,,,,,,,,,Material,PVC & C.P Brass Fittings,1,0,Size,1 Meter,1,0,,Package Content,PVC Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Flexible SS Tube - 8026,7131,simple,PLATO8026,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/8k7Yhhyh/CONNECTION-TUBE-8026.jpg,,,,,,,,,,Material,SS 304 & C.P Brass Fittings,1,0,Size,1.5 Meter,1,0,,Package Content,SS Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Nylo (EPDM) Connection - 8051,7132,simple,PLATO8051,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Z5SDtXJc/NYLON-CONNECTION-8051.jpg,,,,,,,,,,Material,Nylon & C.P Brass Fittings,1,0,Size,15mmx450 mm,1,0,,Package Content,Nylo Connection Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS 304 (EPDM Connection) - 8053,7133,simple,PLATO8053,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/52SKxp0M/SS-304-8053.jpg,,,,,,,,,,Material,SS 304 Wire & C.P Brass Fittings,1,0,Size,15mmx450mm,1,0,,Package Content,SS Connection Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Plain Connection with ABS Nut - 8046,7134,simple,PLATO8046,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/SsJgfhGy/CONNECTION-TUBE-8046.jpg,,,,,,,,,,Material,PVC,1,0,Size,15mmx450mm,1,0,,Package Content,Connection Tube with Nut,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Urinal Waste Pipe Heavy -  8014,7135,simple,PLATO8014,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Bathroom > Accessories > Allied,,,https://i.postimg.cc/bYS6GqJg/URINAL-WASTE-PIPE-8014.jpg,,,,,,,,,,Material,PVC,1,0,Size,750 mm,1,0,,Package Content,Waste Pipe Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Automatic Table Mounted Form Dispenser (289ml) - 7981,7137,simple,PLATO7981,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/Kz6D7gzN/7981.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Dispenser Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Table Mounted Soap Dispenser 350ml - 7982,7138,simple,PLATO7982,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/h4mrDMy3/7982.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Dispenser Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Fit Hand Dryer (Ivory) - HD 001,7139,simple,PLATOHD001,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/MGcBsKgr/HD-001.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Dyno Hand Dryer ( Available In Steel ) - HD 007,7140,simple,PLATOHD007,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/ZnmyKPn1/HD-007.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Jinne Hand Dryer (SS) - HD 008,7141,simple,PLATOHD008,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/BbCP881t/HD-008.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Comfy Hand Dryer - HD 031,7142,simple,PLATOHD031,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/CMCqr26Y/HD-031.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Jinne Hand Dryer (White) - HD 034,7143,simple,PLATOHD034,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,Special Products,,,https://i.postimg.cc/28zBsxPW/HD-034.jpg,,,,,,,,,,Finish,,1,0,Material,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
