Name,ID,Type,SKU,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 3 default,Attribute 6 default
Extension Nipple Without Flange - 4006,7090,simple,PLATO4006,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,184,216,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Qtcz3GJ5/4006.jpg,,,,,,,,,,Material,Brass,1,0,Size,100 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4007,7091,simple,PLATO4007,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,255,300,Bathroom > Accessories > Allied,,,https://i.postimg.cc/HnHhWZ6N/4007.jpg,,,,,,,,,,Material,Brass,1,0,Size,150 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Extension Nipple Without Flange - 4008,7092,simple,PLATO4008,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,337,396,Bathroom > Accessories > Allied,,,https://i.postimg.cc/dt5xv9rW/4008.jpg,,,,,,,,,,Material,Brass,1,0,Size,225 mm,1,0,,Package Content,Extension Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Running Nipple - 4019,7093,simple,PLATO4019,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,59,69,Bathroom > Accessories > Allied,,,https://i.postimg.cc/d0yH2PXX/4019.jpg,,,,,,,,,,Material,Brass,1,0,Size,25 mm,1,0,,Package Content,Running Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Pillar Cock Flange ABS - 4010,7094,simple,PLATO4010,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,18,21,Bathroom > Accessories > Allied,,,https://i.postimg.cc/rFs9G2RJ/Pillar-Cock-Flange-4010.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Deluxe C.P Flange Plain - 4011,7095,simple,PLATO4011,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,31,36,Bathroom > Accessories > Allied,,,https://i.postimg.cc/ht7bw8rQ/Delux-CP-Flange-4011.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Big Flange - 4013,7096,simple,PLATO4013,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,51,60,Bathroom > Accessories > Allied,,,https://i.postimg.cc/MpkjnC7X/Big-Flange-4013.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Square Flange - 4013A,7097,simple,PLATO4013A,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,66,78,Bathroom > Accessories > Allied,,,https://i.postimg.cc/13ZfmpSq/Square-Flange-4013-A.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Flange Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Plug - 4110,7098,simple,PLATO4110,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,71,84,Bathroom > Accessories > Allied,,,https://i.postimg.cc/vmYT9bc8/PLug-4110.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Plug Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Hex Nipple - 4014,7099,simple,PLATO4014,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,59,69,Bathroom > Accessories > Allied,,,https://i.postimg.cc/c12hd4Jn/Hex-Nipple-4014.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Nipple Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Socket - 4016,7100,simple,PLATO4016,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,87,102,Bathroom > Accessories > Allied,,,https://i.postimg.cc/y8Xyhmym/Socket-4016.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Socket Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Elbow (Female) - 4017,7101,simple,PLATO4017,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,161,189,Bathroom > Accessories > Allied,,,https://i.postimg.cc/YqNWTpLk/Elbow-Female-4017.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Elbow Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Elbow (Male) - 4017 A,7102,simple,PLATO4017A,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,161,189,Bathroom > Accessories > Allied,,,https://i.postimg.cc/K8JgvJ5H/Elbow-Male-4017-A.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Elbow Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Special Tee - 4018,7103,simple,PLATO4018,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,186,219,Bathroom > Accessories > Allied,,,https://i.postimg.cc/FRJfpmXM/Special-Tee-4018.jpg,,,,,,,,,,Material,Brass,1,0,Size,15 mm,1,0,,Package Content,Tee Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Comfort Flow - 4415,7115,simple,PLATO4415,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,153,180,Bathroom > Accessories > Allied,,,https://i.postimg.cc/T37pXhd8/4415.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Diamond Flow - 4416,7116,simple,PLATO4416,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,179,210,Bathroom > Accessories > Allied,,,https://i.postimg.cc/mrPhZRkP/4416.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Mist Flow - 4417,7117,simple,PLATO4417,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,179,210,Bathroom > Accessories > Allied,,,https://i.postimg.cc/mksrSHw9/4417.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Key Slot Foam Flow - 4413,7118,simple,PLATO4413,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,61,72,Bathroom > Accessories > Allied,,,https://i.postimg.cc/9Mt2CNd4/4413.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Rain Flow - 4418,7119,simple,PLATO4418,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,133,156,Bathroom > Accessories > Allied,,,https://i.postimg.cc/SQd4P3Q3/4418.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator Pure Flow - 4419,7120,simple,PLATO4419,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,140,165,Bathroom > Accessories > Allied,,,https://i.postimg.cc/RV0mxdNF/4419.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Foam Flow Big - 4410,7122,simple,PLATO4410,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,15,18,Bathroom > Accessories > Allied,,,https://i.postimg.cc/nzZ8RYyn/4410.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Aerator One Touch Hihippo - 4414,7123,simple,PLATO4414,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,459,540,Bathroom > Accessories > Allied,,,https://i.postimg.cc/tJSLg0Yg/4414.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Aerator Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Teflon Tape  20mm - 4101,7124,simple,PLATO4101,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,36,42,Bathroom > Accessories > Allied,,,https://i.postimg.cc/sfHnxvsv/Teflon-Tape.jpg,,,,,,,,,,Application,"Can be Used for Water, Oil & Gas Pipe Lines",1,0,Size,20 mm,1,0,,Package Content,Teflon Tape Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Teflon Tape  12mm - 4102,7125,simple,PLATO4102,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,23,27,Bathroom > Accessories > Allied,,,https://i.postimg.cc/sfHnxvsv/Teflon-Tape.jpg,,,,,,,,,,Application,"Can be Used for Water, Oil & Gas Pipe Lines",1,0,Size,12 mm,1,0,,Package Content,Teflon Tape Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC All Brass Connection - 8001,7126,simple,PLATO8001,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,115,135,Bathroom > Accessories > Allied,,,https://i.postimg.cc/qvyQ1wn3/CONNECTION-TUBE-8001.jpg,,,,,,,,,,Material,PVC & Brass Fittings,1,0,Size,15mmx450 mm,1,0,,Package Content,Brass Connection Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Spl. Braided Connection - 8005,7127,simple,PLATO8005,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,133,156,Bathroom > Accessories > Allied,,,https://i.postimg.cc/mD2w2GnY/CONNECTION-TUBE-8005.jpg,,,,,,,,,,Material,PVC & Brass Fittings,1,0,Size,15mmx450 mm,1,0,,Package Content,Braided Connection Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Braided Connection with ABS Nut - 8003,7128,simple,PLATO8003,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,71,84,Bathroom > Accessories > Allied,,,https://i.postimg.cc/FRWxYBt2/CONNECTION-TUBE-8003.jpg,,,,,,,,,,Material,PVC,1,0,Size,15mmx450 mm,1,0,,Package Content,Braided Connection with Nut,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Flexible Tube  - 8021,7129,simple,PLATO8021,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,166,195,Bathroom > Accessories > Allied,,,https://i.postimg.cc/prmJzJRy/CONNECTION-TUBE-8021.jpg,,,,,,,,,,Material,PVC & C.P Brass Fittings,1,0,Size,1 Meter,1,0,,Package Content,Flexible Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Flexible Waste Pipe with Trap - 8029,7130,simple,PLATO8029,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,140,165,Bathroom > Accessories > Allied,,,https://i.postimg.cc/wj8QRNPT/CONNECTION-TUBE-8029.jpg,,,,,,,,,,Material,Stainless Steel,1,0,Size,32mmx750 mm,1,0,,Package Content,Waste Pipe with Trap,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Flexible Tube - 8023,7131,simple,PLATO8023,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,186,219,Bathroom > Accessories > Allied,,,https://i.postimg.cc/MTFy6fVw/CONNECTION-TUBE-8023.jpg,,,,,,,,,,Material,PVC & C.P Brass Fittings,1,0,Size,1 Meter,1,0,,Package Content,PVC Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
C.P Flexible SS Tube - 8026,7132,simple,PLATO8026,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,383,450,Bathroom > Accessories > Allied,,,https://i.postimg.cc/8k7Yhhyh/CONNECTION-TUBE-8026.jpg,,,,,,,,,,Material,SS 304 & C.P Brass Fittings,1,0,Size,1.5 Meter,1,0,,Package Content,SS Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Nylo (EPDM) Connection - 8051,7133,simple,PLATO8051,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,117,138,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Z5SDtXJc/NYLON-CONNECTION-8051.jpg,,,,,,,,,,Material,Nylon & C.P Brass Fittings,1,0,Size,15mmx450 mm,1,0,,Package Content,Nylo Connection Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
SS 304 (EPDM Connection) - 8053,7134,simple,PLATO8053,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,158,186,Bathroom > Accessories > Allied,,,https://i.postimg.cc/52SKxp0M/SS-304-8053.jpg,,,,,,,,,,Material,SS 304 Wire & C.P Brass Fittings,1,0,Size,15mmx450mm,1,0,,Package Content,SS Connection Tube Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Plain Connection with ABS Nut - 8046,7135,simple,PLATO8046,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,59,69,Bathroom > Accessories > Allied,,,https://i.postimg.cc/SsJgfhGy/CONNECTION-TUBE-8046.jpg,,,,,,,,,,Material,PVC,1,0,Size,15mmx450mm,1,0,,Package Content,Connection Tube with Nut,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
PVC Urinal Waste Pipe Heavy -  8014,7136,simple,PLATO8014,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,112,132,Bathroom > Accessories > Allied,,,https://i.postimg.cc/bYS6GqJg/URINAL-WASTE-PIPE-8014.jpg,,,,,,,,,,Material,PVC,1,0,Size,750 mm,1,0,,Package Content,Waste Pipe Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Fit Hand Dryer (Ivory) - HD 001,7139,simple,PLATOHD001,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,4080,4800,Special Products,,,https://i.postimg.cc/MGcBsKgr/HD-001.jpg,,,,,,,,,,Material,ABS,1,0,,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Dyno Hand Dryer ( Available In Steel ) - HD 007,7140,simple,PLATOHD007,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,12750,15000,Special Products,,,https://i.postimg.cc/ZnmyKPn1/HD-007.jpg,,,,,,,,,,Material,Stainless Steel,1,0,,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Jinne Hand Dryer (SS) - HD 008,7141,simple,PLATOHD008,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,16575,19500,Special Products,,,https://i.postimg.cc/BbCP881t/HD-008.jpg,,,,,,,,,,Material,Stainless Steel,1,0,,,1,0,,Package Content,Hand Dryer Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
Foot Operated Valve Only - 5790,7144,simple,PLATO5790,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,2219,2610,Special Products,,,https://i.postimg.cc/CLmfSqgQ/FOOT-OPERATED-VALVE.jpg,,,,,,,,,,Material,Brass,1,0,,,1,0,,Package Content,Valve Only,1,0,,,1,0,,,,1,0,Brand ,Plato,1,0,,
