Name,ID,Type,SKU,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (mm),Width (mm),Height (mm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 3 default,Attribute 6 default
Wall Hung Closet - Corolla (500X350MM),8020,simple,SNTWHCCOROLA500,1,0,visible,,,,,taxable,,0,0,,0,0,,500,350,,1,,4008,4715,Bathroom > Toilet > Wall Hung Toilet,,,https://i.postimg.cc/qvtcNX7X/Corolla.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Closet - Cosmo,8021,simple,SNTWHCCOSMO,1,0,visible,,,,,taxable,,0,0,,0,0,,550,350,,1,,4977,5855,Bathroom > Toilet > Wall Hung Toilet,,,https://i.postimg.cc/h4pVM3z1/Cosmo.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Dolphin,8022,simple,SNTWBHPDLPHN,1,0,visible,,,,,taxable,,0,0,,0,0,,520,450,,1,,4250,5000,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/zBfGfpzq/Dolphin.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Droop,8023,simple,SNTWBHPDOOP,1,0,visible,,,,,taxable,,0,0,,0,0,,440,360,,1,,1666,1960,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/tTfp4jvz/Droop.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wash Basin with Half Pedestal - Fabiya (20"" X 16"")",8024,simple,SNTWBHPFBIYA20X16,1,0,visible,,,,,taxable,,0,0,,0,0,,500,400,,1,,2091,2460,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/bJGdTLK3/Fabia.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wash Basin with Half Pedestal - Camry (25"" X 22"")",8025,simple,SNTWBHPCMRY25X16,1,0,visible,,,,,taxable,,0,0,,0,0,,640,560,,1,,2916,3430,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/zBRXWvgQ/Camry.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wash Basin with Half Pedestal - Camry (18"" X 15"")",8026,simple,SNTWBHPCMRYN18X15,1,0,visible,,,,,taxable,,0,0,,0,0,,455,395,,1,,2091,2460,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/zBRXWvgQ/Camry.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Lauret,8027,simple,SNTWBHPLURET,1,0,visible,,,,,taxable,,0,0,,0,0,,635,465,,1,,2406,2830,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/4dtsyMCk/Lauret.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wash Basin with Half Pedestal - Fabiya (18"" X 14"")",8028,simple,SNTWBHPFBIYA18X14,1,0,visible,,,,,taxable,,0,0,,0,0,,450,355,,1,,1726,2030,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/bJGdTLK3/Fabia.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Yuga,8029,simple,SNTWBHPYUGA,1,0,visible,,,,,taxable,,0,0,,0,0,,560,450,,1,,2329,2740,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/GtcVRSdj/Yuga.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Silver,8030,simple,SNTWBHPSLVER,1,0,visible,,,,,taxable,,0,0,,0,0,,470,455,,1,,1602,1885,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/tTbmdmZH/Silver.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Normus,8031,simple,SNTWBHPNRMUS,1,0,visible,,,,,taxable,,0,0,,0,0,,500,405,,1,,1947,2290,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/V644qsPj/Normus.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Carla,8032,simple,SNTWBHPCRLA,1,0,visible,,,,,taxable,,0,0,,0,0,,590,485,,1,,2406,2830,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/6qm0PH3q/Carla.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wash Basin with Half Pedestal - Lunex,8033,simple,SNTWBHPLUNEX,1,0,visible,,,,,taxable,,0,0,,0,0,,560,440,,1,,2210,2600,Bathroom > Wash Basin > Wall Hung with Pedestal Basins,,,https://i.postimg.cc/DzPchfZt/Lunex.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Brio,8034,simple,SNTWHWBBRIO,1,0,visible,,,,,taxable,,0,0,,0,0,,450,230,,1,,1092,1285,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/nL33yK0y/Brio.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Sunny,8035,simple,SNTWHWBSUNNY,1,0,visible,,,,,taxable,,0,0,,0,0,,340,230,,1,,629,740,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/TwyJBzyb/Sunny.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Matrix,8036,simple,SNTWHWBMATRIX,1,0,visible,,,,,taxable,,0,0,,0,0,,400,265,,1,,973,1145,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/2jh4vFnC/Matrix.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Real,8037,simple,SNTWHWBRREAL,1,0,visible,,,,,taxable,,0,0,,0,0,,300,245,,1,,629,740,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/C5sB274D/Real.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Yeti,8038,simple,SNTWHWBYETI,1,0,visible,,,,,taxable,,0,0,,0,0,,360,255,,1,,850,1000,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/D0nm1sKz/Yeti.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Ravi,8039,simple,SNTWHWBRAVI,1,0,visible,,,,,taxable,,0,0,,0,0,,355,290,,1,,629,740,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/3JLWDdfK/Ravi.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Rex,8040,simple,SNTWHWBREX,1,0,visible,,,,,taxable,,0,0,,0,0,,410,275,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/Z52RVXh2/Rex.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Goldy,8041,simple,SNTWHWBGOLDY,1,0,visible,,,,,taxable,,0,0,,0,0,,420,340,,1,,2066,2430,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/KjGv12nk/Goldy.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Audi,8042,simple,SNTWHWBAUDI,1,0,visible,,,,,taxable,,0,0,,0,0,,400,220,,1,,850,1000,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/7YLZDqHj/Audi.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Simco 20"" x 16""",8043,simple,SNTWHWBSIMCO,1,0,visible,,,,,taxable,,0,0,,0,0,,510,415,,1,,1700,2000,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/8czN1bSL/Simco.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Star 18"" x 10""",8044,simple,SNTWHWBSTAR,1,0,visible,,,,,taxable,,0,0,,0,0,,460,270,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/wTPgpJbs/Star.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Fabiya 18"" x 14""",8045,simple,SNTWHWBFABIYA,1,0,visible,,,,,taxable,,0,0,,0,0,,450,350,,1,,850,1000,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/rm8LJ9z7/Fabia.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Matiz 18"" x 13""",8046,simple,SNTWHWBMATIZ,1,0,visible,,,,,taxable,,0,0,,0,0,,465,345,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/FzzXtsyZ/Matis.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Enjoy 20"" x 15""",8047,simple,SNTWHWBENJOY,1,0,visible,,,,,taxable,,0,0,,0,0,,500,400,,1,,973,1145,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/28qN2y8j/Enjoy.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Kohinoor 18"" x 12""",8048,simple,SNTWHWBKOHINOR,1,0,visible,,,,,taxable,,0,0,,0,0,,450,310,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/pTVg8X6H/Kohinoor.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Liva,8049,simple,SNTWHWBLIVA,1,0,visible,,,,,taxable,,0,0,,0,0,,430,370,,1,,1700,2000,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/7Zvd9NWX/Liva.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - New Sandy 19"" x 12""",8050,simple,SNTWHWBNWSANDY,1,0,visible,,,,,taxable,,0,0,,0,0,,455,320,,1,,2431,2860,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/yNs548BZ/New-Sandy.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Sacmi 16"" x 16""",8051,simple,SNTWHWBSACMI,1,0,visible,,,,,taxable,,0,0,,0,0,,400,410,,1,,1335,1570,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/HWFTGXN8/Sacmi.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Levis 16"" x 16""",8052,simple,SNTWHWBLEVIS,1,0,visible,,,,,taxable,,0,0,,0,0,,410,410,120,1,,2431,2860,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/hjfR6tb0/Levis.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Golden 18"" x 14""",8053,simple,SNTWHWBGOLDN,1,0,visible,,,,,taxable,,0,0,,0,0,,460,360,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/xd1wN17S/Golden.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Beat,8054,simple,SNTWHWBBEAT,1,0,visible,,,,,taxable,,0,0,,0,0,,305,305,,1,,973,1145,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/hjJNM3cy/Beat.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Corner (14""x14"")",8055,simple,SNTWHWBCORNR14X14,1,0,visible,,,,,taxable,,0,0,,0,0,,340,415,,1,,1033,1215,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/wjTf0bkX/Corner.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Kores 21"" x 17""",8056,simple,SNTWHWBKORES,1,0,visible,,,,,taxable,,0,0,,0,0,,540,425,,1,,1823,2145,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/VkVR4svw/Kores.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Corner (16""x16"")",8057,simple,SNTWHWBCORNR16X16,1,0,visible,,,,,taxable,,0,0,,0,0,,410,410,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/4ysbnmL6/Corner-2.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Niki 16""x 16""",8058,simple,SNTWHWBNIKI,1,0,visible,,,,,taxable,,0,0,,0,0,,410,410,,1,,1700,2000,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/qRd2ZNdP/Niki.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Silver 18"" x 14""",8059,simple,SNTWHWBSILVER,1,0,visible,,,,,taxable,,0,0,,0,0,,470,355,,1,,727,855,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/DwXJk75n/Silver.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Wall Hung Wash Basin - Silver 20"" x 16""",8060,simple,SNTWHWBSILVER,1,0,visible,,,,,taxable,,0,0,,0,0,,470,355,,1,,1458,1715,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/DwXJk75n/Silver.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Wall Hung Wash Basin - Light Weight,8061,simple,SNTWHWBLIGHTWGHT,1,0,visible,,,,,taxable,,0,0,,0,0,,390,390,130,1,,1823,2145,Bathroom > Wash Basin > Wall Hung Basins,,,https://i.postimg.cc/zvQB6Qgy/Light-Weight.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Neon,8062,simple,SNTTTWBNEON,1,0,visible,,,,,taxable,,0,0,,0,0,,460,460,,1,,3035,3570,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/mgszs0n9/Neon.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Trio,8063,simple,SNTTTWBT TRIO,1,0,visible,,,,,taxable,,0,0,,0,0,,370,370,145,1,,1942,2285,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/FKP701Hb/Trio.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Trio-001,8064,simple,SNTTTWBTRIO001,1,0,visible,,,,,taxable,,0,0,,0,0,,370,370,145,1,,4616,5430,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/CxsWPqD8/Trio-001.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Trio-002,8065,simple,SNTTTWBTRIO002,1,0,visible,,,,,taxable,,0,0,,0,0,,370,370,145,1,,4616,5430,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/RCJ2r8K4/Trio-002.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Fox,8066,simple,SNTTTWBFOX,1,0,visible,,,,,taxable,,0,0,,0,0,,480,480,,1,,3766,4430,Bathroom > Wash Basins > Counter Top Basins,,,https://i.postimg.cc/Xq5qM8cx/Fox.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Fox-001,8067,simple,SNTTTWBFOX001,1,0,visible,,,,,taxable,,0,0,,0,0,,480,480,,1,,5342,6285,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/63kj5Wnw/Fox-001.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Table Top Wash Basin - Cover 20""x14""",8068,simple,SNTTTWBCOVR,1,0,visible,,,,,taxable,,0,0,,0,0,,500,355,145,1,,3766,4430,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/0yVVKdDV/Cover-2.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Table Top Wash Basin - Cover 28""x14""",8069,simple,SNTTTWBCOVR,1,0,visible,,,,,taxable,,0,0,,0,0,,700,350,140,1,,6073,7145,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/sfPKC15c/Cover.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Table Top Wash Basin - Cover 35""x14""",8070,simple,SNTTTWBCOVR,1,0,visible,,,,,taxable,,0,0,,0,0,,900,360,140,1,,8500,10000,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/sfPKC15c/Cover.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Cover-7021,8071,simple,SNTTTWBCOVR7021,1,0,visible,,,,,taxable,,0,0,,0,0,,700,350,140,1,,8500,10000,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/Z5sL5Yzg/Cover-7021.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Cover-7022,8072,simple,SNTTTWBCOVR7022,1,0,visible,,,,,taxable,,0,0,,0,0,,700,350,140,1,,8500,10000,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/VvwqVdXS/Cover-7022.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Rolex,8073,simple,SNTTTWBROLEX,1,0,visible,,,,,taxable,,0,0,,0,0,,560,400,150,1,,4008,4715,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/NFx6qBxd/Rolex.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Table Top Wash Basin - Titanium 28""x18""",8074,simple,SNTTTWBTITANIUM,1,0,visible,,,,,taxable,,0,0,,0,0,,700,460,160,1,,5342,6285,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/FKJ0FjZd/Titanium.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
"Table Top Wash Basin - Titanium 21""x16""",8075,simple,SNTTTWBTITANIUM,1,0,visible,,,,,taxable,,0,0,,0,0,,535,400,160,1,,3766,4430,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/FKJ0FjZd/Titanium.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Titanium-001,8076,simple,SNTTTWBTITANIUM001,1,0,visible,,,,,taxable,,0,0,,0,0,,535,400,160,1,,7285,8570,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/DZ607Zt4/Titanium-001.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Diamond,8077,simple,SNTTTWBDIAMND,1,0,visible,,,,,taxable,,0,0,,0,0,,530,430,130,1,,3035,3570,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/4xsdMpKb/Diamond.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Leo,8078,simple,SNTTTWBLEO,1,0,visible,,,,,taxable,,0,0,,0,0,,430,320,130,1,,1216,1430,Bathroom > Wash Basin > Counter Top Basins,,,https://i.postimg.cc/sgmXR17F/Leo.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Leo-12003,8079,simple,SNTTTWBLEO12003,1,0,visible,,,,,taxable,,0,0,,0,0,,430,320,130,1,,3400,4000,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/MH4WGjtH/Leo-12003.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Solo,8080,simple,SNTTTWBSOLO,1,0,visible,,,,,taxable,,0,0,,0,0,,405,405,150,1,,1823,2145,Bathroom > Toilet > Counter Top Basins,,,https://i.postimg.cc/fLtTXKFZ/Solo.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Solo-6003,8081,simple,SNTTTWBSOLO6003,1,0,visible,,,,,taxable,,0,0,,0,0,,405,405,150,1,,4373,5145,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/qRv0XG5g/Solo-6003.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Solo-6004,8082,simple,SNTTTWBSOLO6004,1,0,visible,,,,,taxable,,0,0,,0,0,,405,405,150,1,,4373,5145,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/nr6JxfcQ/Solo-6004.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Solo-6005,8083,simple,SNTTTWBSOLO6005,1,0,visible,,,,,taxable,,0,0,,0,0,,405,405,150,1,,4373,5145,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/WbkVnzXm/Solo-6005.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
Table Top Wash Basin - Solo-6006,8084,simple,SNTTTWBSOLO6006,1,0,visible,,,,,taxable,,0,0,,0,0,,405,405,150,1,,4373,5145,Bathroom > Wash Basin > Art Basins,,,https://i.postimg.cc/LX5KZ8J1/Solo-6006.jpg,,,,,,,,,,Material,Ceramic,1,0,Warranty,7 Years,1,0,,,,1,0,,,1,0,,,,1,0,Brand Name,Sonet,1,0,,
