ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 3 default,Attribute 6 default
4121,simple,911049,Axor Bib Cock - 911049,1,0,visible,,,,,taxable,,1,99,,0,0,,,,,1,,1190,1400,Taps & Mixers,,,https://i.postimg.cc/bJRwhKTf/911049.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4122,simple,915049,Axor Exposed Kit - 915049k,1,0,visible,,,,,taxable,,1,16,,0,0,,,,,1,,1615,1900,Taps & Mixers,,,https://i.postimg.cc/NFfmq8Rb/915049k.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Exposed Kit,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4123,simple,ALD-491,Head Shower Single Flow - ALD 491 ,1,0,visible,,,,,taxable,,1,42,,0,0,,,,,1,,714,840,Bathroom > Showers,,,https://i.postimg.cc/TYsmFD1q/ALD-491.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower ,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4124,simple,ALD-119,Telephonic Shower Complete - ALD-119 ,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,833,980,Bathroom > Showers,,,https://i.postimg.cc/bvcnNfQZ/ALD-119.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4125,simple,ALD-139,Telephonic Shower 3 Flow with 1.5 Mtr. Tube & Hook - ALD 139,1,0,visible,,,,,taxable,,1,26,,0,0,,,,,1,,1020,1200,Bathroom > Showers,,,https://i.postimg.cc/zBqRKw25/ALD-139.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4126,simple,ALD-1987,Telephone Shower Mist - ALD 1987,1,0,visible,,,,,taxable,,1,38,,0,0,,,,,1,,1101,1295,Bathroom > Showers,,,https://i.postimg.cc/HnxcPYCh/ALD-1987.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4127,simple,ALD-117,Telephonic Shower with 1.5 Mtr Chrome Plated Double Lock Flexible Tube with Wall Hook - ALD 117,1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,850,1000,Bathroom > Showers,,,https://i.postimg.cc/jdDnHScW/ALD-117.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4128,simple,ALD-499,Telephonic Shower with 1.5 Mtr Chrome Plated Double Lock Flexible Tube with Wall Hook - ALD 499,1,0,visible,,,,,taxable,,1,29,,0,0,,,,,1,,1067,1255,Bathroom > Showers,,,https://i.postimg.cc/FFB7HQvh/ALD-499.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4129,simple,ALD-111,Telephonic Shower with 1.5 Mtr Chrome Plated Double Lock Flexible Tube with Wall Hook - ALD 111,1,0,visible,,,,,taxable,,1,82,,0,0,,,,,1,,850,1000,Bathroom > Showers,,,https://i.postimg.cc/0jM5wbvP/ALD-111.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4130,simple,ALD-497,Telephonic Shower with 1.5 Mtr Chrome Plated Double Lock Flexible Tube with Wall Hook - ALD 497,1,0,visible,,,,,taxable,,1,59,,0,0,,,,,1,,1016,1195,Bathroom > Showers,,,https://i.postimg.cc/G3Vm1JP2/ALD-497.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4131,simple,ALD-089,Over Head Shower 3 Flow with Arm & Flange 225 mm - ALD 089,1,0,visible,,,,,taxable,,1,23,,0,0,,,,,1,,931,1095,Bathroom > Showers,,,https://i.postimg.cc/c4341gTc/ALD-089.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower with Arm and Flanges,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4132,simple,ALD-041,Over Head Shower Single Flow with Rubit Cleaning System with 225mm Arm & Flange - ALD 041,1,0,visible,,,,,taxable,,1,84,,0,0,,,,,1,,723,850,Bathroom > Showers,,,https://i.postimg.cc/cJNCvm2w/ALD-041.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower with Arm and Flanges,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4133,simple,ALD-024,"Overhead Shower 4""X4"" - ALD-024",1,0,visible,,,,,taxable,,1,81,,0,0,,,,,1,,680,800,Bathroom > Showers,,,https://i.postimg.cc/0QVyHqQ0/ALD-024.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4134,simple,ALD-042,Over Head Shower Single Flow with Rubit Cleaning System with 225mm Arm & Flange - ALD 042,1,0,visible,,,,,taxable,,1,31,,0,0,,,,,1,,723,850,Bathroom > Showers,,,https://i.postimg.cc/c15JRZPs/ALD-042.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower with Arm and Flanges,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4135,simple,ALD-003,CP Waste Coupling Half Thread 32mm - ALD 003,1,0,visible,,,,,taxable,,1,109,,0,0,,,,,1,,272,320,Bathroom > Accessories > Allied,,,https://i.postimg.cc/gJ2YhBDX/ALD-003.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Waste Coupling,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4136,simple,ALD-115,Telephonic Shower with 1.5 Mtr Chrome Plated Double Lock Flexible Tube with Wall Hook - ALD 115,1,0,visible,,,,,taxable,,1,49,,0,0,,,,,1,,850,1000,Bathroom > Showers,,,https://i.postimg.cc/wB0z9Qp6/ALD-115.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Telephonic Shower with Hose & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4137,simple,ALD-004,CP Waste Coupling Half Thread 32mm - ALD 004,1,0,visible,,,,,taxable,,1,102,,0,0,,,,,1,,332,390,Bathroom > Accessories > Allied,,,https://i.postimg.cc/QMt89ySB/ALD-004.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Waste Coupling,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4138,simple,ALD-004A,CP Waste Coupling Full Thread 32mm - ALD 004A,1,0,visible,,,,,taxable,,1,49,,0,0,,,,,1,,353,415,Bathroom > Accessories > Allied,,,https://i.postimg.cc/LXgmvgc2/ALD-004A.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Waste Coupling,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4139,simple,ALD-010,CP Pop Up Waste Regular - ALD 010,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,680,800,Bathroom > Accessories > Allied,,,https://i.postimg.cc/dVQvpxbW/ALD-010-ALD-011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Waste Coupling,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4140,simple,ALD-018N,Shower Arm with Flange - ALD-018N ,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,1,,319,375,Bathroom > Accessories > Shower Arm,,,https://i.postimg.cc/HxDNDJJp/ALD-018N.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower Arm with Flange,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4141,simple,ALD-759,Bottle Trap New Model with 300mm Long Wall Connection Pipe & Flange - ALD 759,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,1275,1500,Bathroom > Accessories > Allied,,,https://i.postimg.cc/L4Vbw8mp/ALD-759.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bottle Trap,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4142,simple,ALD-002,PVC Connection Flora 450mm - ALD 022,1,0,visible,,,,,taxable,,1,139,,0,0,,,,,1,,1182,1390,Bathroom > Accessories > Allied,,,https://i.postimg.cc/dVhNhRrs/ALD-002.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One PVC Connection,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4143,simple,ALD-048,Floor Drain Popup - ALD 048,1,0,visible,,,,,taxable,,1,35,,0,0,,,,,1,,421,495,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Mpft66JX/ALD-048.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Floor Drain,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4144,simple,ALD-299,ALD-Angel Floor Trap-ALD 299,1,0,visible,,,,,taxable,,1,12,,0,0,,,,,1,,425,500,Bathroom > Accessories > Allied,,,https://i.postimg.cc/RZtQrgwH/ALD-299.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Floor Trap,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4145,simple,ALD-297,Floor Trap 150mm x 150mm Superb - ALD 297,1,0,visible,,,,,taxable,,1,44,,0,0,,,,,1,,425,500,Bathroom > Accessories > Allied,,,https://i.postimg.cc/8c3W9v54/ALD-297.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Floor Trap,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4146,simple,ALD-298,Floor Trap 150mm x 150mm Vectra - ALD 298,1,0,visible,,,,,taxable,,1,25,,0,0,,,,,1,,425,500,Bathroom > Accessories > Allied,,,https://i.postimg.cc/Qx9c5f4y/ALD-298.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Floor Trap,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4147,simple,ALD-555,"Rack Bolt Wall Hung with Brass Cap 5/8"" X 61/4"" Vectra - ALD 555",1,0,visible,,,,,taxable,,1,18,,0,0,,,,,1,,510,600,Bathroom > Accessories > Allied,,,https://i.postimg.cc/yNBRMsVM/ALD-555.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Rack Bolt,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4148,simple,ALD-680,Head Shower 200 X 200 MM - ALD 680,1,0,visible,,,,,taxable,,1,13,,0,0,,,,,1,,1594,1875,Bathroom > Showers,,,https://i.postimg.cc/Hkm4gQzv/ALD-680.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower Head,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4149,simple,ALD-530,Axor Head Shower 200 X 200 MM (BA) - ALD 530,1,0,visible,,,,,taxable,,1,25,,0,0,,,,,1,,2036,2395,Bathroom > Showers,,,https://i.postimg.cc/BvQT84dx/ALD-530.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower Head,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4150,simple,ALD-540,Axor Head Shower 300 X 300 MM (BA) - ALD 540,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,1,,4675,5500,Bathroom > Showers,,,https://i.postimg.cc/RZr9V0JD/ALD-540.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shower Head,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4151,simple,ALD-007,"CP Waste Coupling Long Thread 6"" Long - ALD 007",1,0,visible,,,,,taxable,,1,16,,0,0,,,,,1,,493,580,Bathroom > Accessories > Allied,,,https://i.postimg.cc/RVvZSV3d/ALD-007.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Waste Coupling,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4152,simple,ALD-032,CP Flexible Tube Double Lock 1.5mtr - ALD-032,1,0,visible,,,,,taxable,,1,114,,0,0,,,,,1,,383,450,Bathroom > Accessories > Allied,,,https://i.postimg.cc/5ybb2nty/ALD-060-ALD-032.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Flexible Tube 1.5 Mtr,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4153,simple,ALD-888,Health Faucet with One Meter Long CP Tube & Wall Hook - ALD 888,1,0,visible,,,,,taxable,,1,410,,0,0,,,,,1,,935,1100,Bathroom > Health Faucet,,,https://i.postimg.cc/FRGn0ZZ7/ALD-888.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4154,simple,ALD-999,Health Faucet Slimline with 1 Meter CP Tube & Hook - ALD 999,1,0,visible,,,,,taxable,,1,718,,0,0,,,,,1,,893,1050,Bathroom > Health Faucet,,,https://i.postimg.cc/rsPnPw7T/ALD-999.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4155,simple,ALD-616,Health Faucet with One Meter Long CP Tube & Wall Hook - ALD 616,1,0,visible,,,,,taxable,,1,15,,0,0,,,,,1,,808,950,Bathroom > Health Faucet,,,https://i.postimg.cc/bN4V0dQH/ALD-616.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4156,simple,ALD-939,Health Faucet Brass Round - ALD- 939 ,1,0,visible,,,,,taxable,,1,14,,0,0,,,,,1,,1020,1200,Bathroom > Health Faucet,,,https://i.postimg.cc/vBP34mYn/ALD-939.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4157,simple,ALD-777,Health Faucet Euromix with 1 Meter CP Tube & Hook - ALD 777,1,0,visible,,,,,taxable,,1,303,,0,0,,,,,1,,935,1100,Bathroom > Health Faucet,,,https://i.postimg.cc/59Rs1jkd/ALD-777.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4158,simple,HF-300,Health Faucet with One Meter Long CP Tube & Wall Hook - HF 300,1,0,visible,,,,,taxable,,1,294,,0,0,,,,,1,,722,849,Bathroom > Health Faucet,,,https://i.postimg.cc/bvpTLndb/HF-300.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4159,simple,418,Front Shelf with Frame12x5 - 418,1,0,visible,,,,,taxable,,1,48,,0,0,,,,,1,,1105,1300,Bathroom > Accessories > Towel Rack,,,https://i.postimg.cc/ZYdwbJkW/418.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Shelf with Frame,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4160,simple,HF-200,Health Faucet with One Meter Long CP Tube & Wall Hook - HF 200,1,0,visible,,,,,taxable,,1,104,,0,0,,,,,1,,654,769,Bathroom > Health Faucet,,,https://i.postimg.cc/fb1gCynh/HF-200.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4161,simple,HF-100,Health Faucet with One Meter Long CP Tube & Wall Hook - HF 100,1,0,visible,,,,,taxable,,1,66,,0,0,,,,,1,,594,699,Bathroom > Health Faucet,,,https://i.postimg.cc/m2Tp8Kqh/HF-100.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4162,simple,HF-400,Health Faucet with One Meter Long CP Tube & Wall Hook - HF 400,1,0,visible,,,,,taxable,,1,110,,0,0,,,,,1,,764,899,Bathroom > Health Faucet,,,https://i.postimg.cc/MKtP4d25/HF-400.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Health Faucet with Tube & Hook,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4163,simple,18019,Azzaro Pillar Cock with Extended Body - 18019,1,0,visible,,,,,taxable,,1,13,,0,0,,,,,1,,1870,2200,Taps & Mixers,,,https://i.postimg.cc/QxP5HTps/18019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4164,simple,49101,Superb Angle Cock - 49101,1,0,visible,,,,,taxable,,1,233,,0,0,,,,,1,,463,545,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/63Y4w29k/49101.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4165,simple,23101,Angel Angle Cock - 23101,1,0,visible,,,,,taxable,,1,37,,0,0,,,,,1,,463,545,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/VvvrNfvd/23101.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4166,simple,22101,Vectra Angle Cock - 22101,1,0,visible,,,,,taxable,,1,79,,0,0,,,,,1,,463,545,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/850kthkz/22101.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4167,simple,911103,Exor Angle Cock - 911103,1,0,visible,,,,,taxable,,1,94,,0,0,,,,,1,,850,1000,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/8kxMCvdG/911103.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4168,simple,911019,Exor Pillar Cock Extended Body - 911019,1,0,visible,,,,,taxable,,1,24,,0,0,,,,,1,,2542,2990,Taps & Mixers,,,https://i.postimg.cc/BnBKNwrZ/911019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4169,simple,4058,Forma Bib Cock Long Body with Flange - 4058,1,0,visible,,,,,taxable,,1,40,,0,0,,,,,1,,1182,1390,Taps & Mixers,,,https://i.postimg.cc/TwFLp8D0/4049-4058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (Long Body),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4170,simple,22488,Vectra Sink Mixer - 22488,1,0,visible,,,,,taxable,,1,16,,0,0,,,,,1,,2975,3500,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/MZffgGCF/22488.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4171,simple,23049K,Angel Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 23049K,1,0,visible,,,,,taxable,,1,36,,0,0,,,,,1,,1445,1700,Taps & Mixers,,,https://i.postimg.cc/L8DJjgPn/23049K.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Diverter Body (High Flow),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4172,simple,789058,Matris Bib Cock Long Body - 789058,1,0,visible,,,,,taxable,,1,396,,0,0,,,,,1,,918,1080,Taps & Mixers,,,https://i.postimg.cc/7YyhcnM5/789049-789058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (Long Body),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4173,simple,99522,Alexa Sink Cock - 99522,1,0,visible,,,,,taxable,,1,66,,0,0,,,,,1,,1156,1360,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/Vv9f12Bd/99522-99535.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4174,simple,99793,Alexa Swan Neck - 99793,1,0,visible,,,,,taxable,,1,22,,0,0,,,,,1,,1156,1360,Taps & Mixers,,,https://i.postimg.cc/x11fDxk1/99793-99798.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4175,simple,49333,Superb Wall Mixer with Bend (High Flow) - 49333,1,0,visible,,,,,taxable,,1,12,,0,0,,,,,1,,4335,5100,Taps & Mixers,,,https://i.postimg.cc/ZRpZFXQV/49333.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Wall Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4176,simple,789019,Matris Pillar Cock Extended Body - 789019,1,0,visible,,,,,taxable,,1,17,,0,0,,,,,1,,1870,2200,Taps & Mixers,,,https://i.postimg.cc/FH64t95T/789019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
