ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 3 default,Attribute 6 default
4057,simple,18049K,Azzaro Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 18049K,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,5100,6000,Taps & Mixers,,,https://i.postimg.cc/ZRx6xhRL/18049K.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Diverter Body (High Flow),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4058,simple,18103,Azzaro Angular Stop Cock - 18103,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,1071,1260,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/XqNd2DB6/18103.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4059,simple,18043,Azzaro Bib Cock - 18043,1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,1160,1365,Taps & Mixers,,,https://i.postimg.cc/TYF5mP06/18043.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4060,simple,18011,Azzaro Pillar Cock - 18011,1,0,visible,,,,,taxable,,1,46,,0,0,,,,,1,,1339,1575,Taps & Mixers,,,https://i.postimg.cc/TPXy7HBN/18011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4061,simple,18152,Azzaro Concealed Stop Cock with Adjustable Flange 20mm - 18152,1,0,visible,,,,,taxable,,1,42,,0,0,,,,,1,,1063,1250,Taps & Mixers,,,https://i.postimg.cc/Y2yvKSJW/18152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4062,simple,18793,Azzaro Swan Neck with Revolving Spout (Table Mounted) - 18793,1,0,visible,,,,,taxable,,1,15,,0,0,,,,,1,,1602,1885,Taps & Mixers,,,https://i.postimg.cc/jdwLsbbk/18793.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4063,simple,18522,Azzaro Sink Cock with Swinging Spout - 18522,1,0,visible,,,,,taxable,,1,13,,0,0,,,,,1,,1441,1695,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/R0R0PC7q/18522.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4064,simple,789333,Matris Wall Mixer with Bend - (High Flow) - 789333,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,3732,4390,Taps & Mixers,,,https://i.postimg.cc/tJ1CChLV/789333.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Wall Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4065,simple,789798,Matris Swan Neck Extended Spout - 789798,1,0,visible,,,,,taxable,,1,40,,0,0,,,,,1,,1318,1550,Taps & Mixers,,,https://i.postimg.cc/XYKNJNDx/789798.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4066,simple,789152,Matris Concealed Stop Cock  20 mm - 789152,1,0,visible,,,,,taxable,,1,26,,0,0,,,,,1,,1020,1200,Taps & Mixers,,,https://i.postimg.cc/JhP1N68k/789136-789152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4067,simple,789535,Matris Sink Cock Extended Spout - 789535,1,0,visible,,,,,taxable,,1,61,,0,0,,,,,1,,1233,1450,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/JnFMgsG7/789535.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4068,simple,789011,Matris Pillar Cock- 789011,1,0,visible,,,,,taxable,,1,146,,0,0,,,,,1,,901,1060,Taps & Mixers,,,https://i.postimg.cc/KjgxymMP/789011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4069,simple,22011,Vectra Pillar Cock - 22011,1,0,visible,,,,,taxable,,1,40,,0,0,,,,,1,,1233,1450,Taps & Mixers,,,https://i.postimg.cc/yYL4rJ5M/22011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4070,simple,22049,Vectra Bib Cock - 22049,1,0,visible,,,,,taxable,,1,23,,0,0,,,,,1,,1186,1395,Taps & Mixers,,,https://i.postimg.cc/Dzb9ZxZh/22049.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4071,simple,22089,Vectra Two Way Bib Cock - 22089,1,0,visible,,,,,taxable,,1,24,,0,0,,,,,1,,1530,1800,Taps & Mixers,,,https://i.postimg.cc/C5wXcY4M/22089.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (2 Way),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4072,simple,22152,Vectra Concealed Stop Cock  20mm - 22152,1,0,visible,,,,,taxable,,1,17,,0,0,,,,,1,,1063,1250,Taps & Mixers,,,https://i.postimg.cc/fLSm10BB/22136.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4073,simple,22888,Vectra Sink Cock with D Bend Spout - 22888,1,0,visible,,,,,taxable,,1,19,,0,0,,,,,1,,1870,2200,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/1RYrCsBW/22888.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4074,simple,22019,Vectra Pillar Cock Extended Body - 22019,1,0,visible,,,,,taxable,,1,17,,0,0,,,,,1,,1870,2200,Taps & Mixers,,,https://i.postimg.cc/65kLKcDn/22019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4075,simple,22333,Vectra Wall Mixer with Bend (High Flow) - 22333,1,0,visible,,,,,taxable,,1,11,,0,0,,,,,1,,4335,5100,Taps & Mixers,,,https://i.postimg.cc/9fpGGhzY/22318-22333.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Wall Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4076,simple,22103,Vectra Angle Cock - 22103,1,0,visible,,,,,taxable,,1,45,,0,0,,,,,1,,850,1000,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/rmZxPN1d/22103.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4077,simple,22049K,Vectra Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 22049K,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,1445,1700,Taps & Mixers,,,https://i.postimg.cc/1XL69RYs/22049K.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Diverter Body (High Flow),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4078,simple,22999,Vectra Swan Neck with D bend Spout - 22999,1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,1870,2200,Taps & Mixers,,,https://i.postimg.cc/13162tqK/22999.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4079,simple,77011,Euro Smart Pillar Cock - 77011,1,0,visible,,,,,taxable,,1,42,,0,0,,,,,1,,1233,1450,Taps & Mixers,,,https://i.postimg.cc/XvQCrkD2/77011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4080,simple,77049,Euro Smart Bib Cock - 77049,1,0,visible,,,,,taxable,,1,79,,0,0,,,,,1,,1160,1365,Taps & Mixers,,,https://i.postimg.cc/9MkwpF2Z/77049.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4081,simple,77019,Euro Smart Pillar Cock Extended Body - 77019,1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,1870,2200,Taps & Mixers,,,https://i.postimg.cc/tRL2R96s/77019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4082,simple,77049K,Euro Smart Exposed Kit for Single Lever Diverter Body  High Flow (Suitable for ALD-04)- 77049K,1,0,visible,,,,,taxable,,1,15,,0,0,,,,,1,,1530,1800,Taps & Mixers,,,https://i.postimg.cc/1t8rPd50/77049K.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Diverter Body (High Flow),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4083,simple,77152,Euro Smart Concealed Stop Cock 20mm - 77152,1,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,1063,1250,Taps & Mixers,,,https://i.postimg.cc/tJPdnV6Y/77136-77152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4084,simple,77103,Euro Smart Angle Cock - 77103,1,0,visible,,,,,taxable,,1,11,,0,0,,,,,1,,914,1075,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/k5pWjyF2/77103.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4085,simple,59798,Prime Swan Neck Extended Spout - 59798,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,1,,1445,1700,Taps & Mixers,,,https://i.postimg.cc/3rp2Bmyw/59798.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4086,simple,59103,Prime Angle Cock - 59103,1,0,visible,,,,,taxable,,1,40,,0,0,,,,,1,,578,680,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/d0LyTyPw/59103.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4087,simple,59058,Prime Long Body Bib Cock with Aerator - 59058,1,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,808,950,Taps & Mixers,,,https://i.postimg.cc/8cBJVdWB/59049-59058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (Long Body),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4088,simple,59152,Prime Concealed Stop Cock  20mm - 59152,1,0,visible,,,,,taxable,,1,71,,0,0,,,,,1,,978,1150,Taps & Mixers,,,https://i.postimg.cc/Kvx3DVS9/59136-59152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4089,simple,59049,Prime Bib Cock - 59049,1,0,visible,,,,,taxable,,1,98,,0,0,,,,,1,,723,850,Taps & Mixers,,,https://i.postimg.cc/8cBJVdWB/59049-59058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4090,simple,59011,Prime Pillar Cock - 59011,1,0,visible,,,,,taxable,,1,99,,0,0,,,,,1,,808,950,Taps & Mixers,,,https://i.postimg.cc/sg2Bth27/59011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4091,simple,59333,Prime Wall Mixer with Bend (High Flow) - 59333,1,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,3137,3690,Taps & Mixers,,,https://i.postimg.cc/9QN4VQ4S/59333-59445.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Wall Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4092,simple,59488,Prime Sink Mixer - 59488,1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,2805,3300,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/hGzXGRTG/59488.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4093,simple,59089,Prime Two Way Bib Cock - 59089,1,0,visible,,,,,taxable,,1,30,,0,0,,,,,1,,1233,1450,Taps & Mixers,,,https://i.postimg.cc/3x6wVfVQ/59089.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (2 Way),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4094,simple,59522,Prime Sink Cock - 59522,1,0,visible,,,,,taxable,,1,19,,0,0,,,,,1,,1250,1470,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/FFZHNH8Z/59522.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4095,simple,59793,Prime Swan Neck - 59793,1,0,visible,,,,,taxable,,1,15,,0,0,,,,,1,,1250,1470,Taps & Mixers,,,https://i.postimg.cc/9FQFMjjj/59793.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4096,simple,49011,Superb Pillar Cock - 49011,1,0,visible,,,,,taxable,,1,81,,0,0,,,,,1,,1233,1450,Taps & Mixers,,,https://i.postimg.cc/qqM0z2SG/49011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4097,simple,49089,Superb Two way Bib Cock -49089,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,1530,1800,Taps & Mixers,,,https://i.postimg.cc/MKdrgdJM/49089.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (2 Way),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4098,simple,49030,Superb Single Lever Basin Mixer Extended Body - 49030,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,4165,4900,Taps & Mixers,,,https://i.postimg.cc/Pxs617Yc/49030.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Basin Mixer (Extended Body),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4099,simple,49793,Superb Swan Neck - 49793,1,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,1530,1800,Taps & Mixers,,,https://i.postimg.cc/s2SmfJqJ/49793.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4100,simple,49049k,Superb Exposed Kit for Single Lever Diverter Body  High Flow (Suitable for ALD 049) - 49049K,1,0,visible,,,,,taxable,,1,55,,0,0,,,,,1,,1530,1800,Taps & Mixers,,,https://i.postimg.cc/1trKw39n/49049K.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Diverter Body (High Flow),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4101,simple,49019,Superb Pillar Cock Extended Body - 49019,1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,1870,2200,Taps & Mixers,,,https://i.postimg.cc/MKFmy48D/49019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4102,simple,49888,Superb Sink Cock with D Bend Spout - 49888,1,0,visible,,,,,taxable,,1,20,,0,0,,,,,1,,1700,2000,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/qq72KcbS/49888.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4103,simple,49999,Superb Swan Neck with D Bend Spout - 49999,1,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,1785,2100,Taps & Mixers,,,https://i.postimg.cc/x1mML15f/49999.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4104,simple,49103,Superb Angle Cock - 49103,1,0,visible,,,,,taxable,,1,25,,0,0,,,,,1,,850,1000,Bathroom > Accessories > Angle Cock,,,https://i.postimg.cc/brd2rydj/49103.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Angle Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4105,simple,49152,Superb Concealed Stop Cock - 49152,1,0,visible,,,,,taxable,,1,36,,0,0,,,,,1,,1063,1250,Taps & Mixers,,,https://i.postimg.cc/NFV2r3r2/49152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4106,simple,67011,Eco Smart Pillar Cock - 67011,1,0,visible,,,,,taxable,,1,55,,0,0,,,,,1,,595,700,Taps & Mixers,,,https://i.postimg.cc/Nf9HwjW6/67011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4107,simple,67049,Eco Smart Bib Cock - 67049,1,0,visible,,,,,taxable,,1,146,,0,0,,,,,1,,553,650,Taps & Mixers,,,https://i.postimg.cc/Bn2PXwZt/67049-67058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4108,simple,67058,Eco Smart Long Body Bib Cock - 67058,1,0,visible,,,,,taxable,,1,226,,0,0,,,,,1,,595,700,Taps & Mixers,,,https://i.postimg.cc/Bn2PXwZt/67049-67058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (Long Body),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4109,simple,67522,Eco Smart Sink Cock - 67522,1,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,1063,1250,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/XJ1pTRL1/67522-67535.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4110,simple,67535,Eco Smart Sink Cock with Extended Spout - 67535,1,0,visible,,,,,taxable,,1,55,,0,0,,,,,1,,1271,1495,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/XJ1pTRL1/67522-67535.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4111,simple,99535,Alexa Sink Cock with Extended Spout - 99535,1,0,visible,,,,,taxable,,1,42,,0,0,,,,,1,,1271,1495,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/Njv5q78t/99522-99535.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4112,simple,99058,Alexa Bib Cock Long Body - 99058,1,0,visible,,,,,taxable,,1,46,,0,0,,,,,1,,710,835,Taps & Mixers,,,https://i.postimg.cc/3wKNW8bb/99049-99058.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (Long Body),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4113,simple,99333,Alexa Wall Mixer with Bend - 99333,1,0,visible,,,,,taxable,,1,34,,0,0,,,,,1,,3059,3599,Taps & Mixers,,,https://i.postimg.cc/XvQJCRRN/99333.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Wall Mixer,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4114,simple,99011,Alexa Pillar Cock - 99011,1,0,visible,,,,,taxable,,1,41,,0,0,,,,,1,,723,850,Taps & Mixers,,,https://i.postimg.cc/sxSG7nPn/99011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4115,simple,99152,Alexa  Concealed Stop Cock - 99152,1,0,visible,,,,,taxable,,1,232,,0,0,,,,,1,,931,1095,Taps & Mixers,,,https://i.postimg.cc/bY2t7JXQ/99136-99152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4116,simple,99019,Alexa Pillar Cock Extended Body - 99019,1,0,visible,,,,,taxable,,1,12,,0,0,,,,,1,,1607,1890,Taps & Mixers,,,https://i.postimg.cc/mrJrjYgK/99019.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4117,simple,99089,Alexa Two Way Bib Cock - 99089,1,0,visible,,,,,taxable,,1,21,,0,0,,,,,1,,1177,1385,Taps & Mixers,,,https://i.postimg.cc/RhzZ5vfR/99089.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Bib Cock (2 Way),1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4118,simple,911011,Axor Pillar Cock - 911011,1,0,visible,,,,,taxable,,1,208,,0,0,,,,,1,,1403,1650,Taps & Mixers,,,https://i.postimg.cc/DzXStjH7/911011.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Pillar Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4119,simple,911535,Axor Sink Cock extend Spout - 911535,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,1530,1800,Kitchen > Kitchen Mixers,,,https://i.postimg.cc/YqDjjBwp/911535.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Sink Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
4120,simple,911152,Axor Concealed Stop Cock - 911152,1,0,visible,,,,,taxable,,1,141,,0,0,,,,,1,,1063,1250,Taps & Mixers,,,https://i.postimg.cc/x1k8zp0L/911152.jpg,,,,,,,,,,Finish,Chrome,1,0,Material,Brass ,1,0,,Package Content,One Concealed Stop Cock,1,,Key Feature,Anti Corrosive and Easy to Clean..,1,0,,Brand Name,Elvis,1,0,,,,,,
